file,type,infrastructure,commits,first_commit,last_commit,age_days,active_span_days,total_insertions,total_deletions,bugfix_commits,feature_commits,refactor_commits,modified_last_30d
_site/website_builder/wasm/ailang/website_builder/main.ail,AILANG,False,2,2026-03-05,2026-03-09,12,4,1,1,0,1,0,True
_site/website_builder/wasm/ailang/website_builder/site_structurer.ail,AILANG,False,1,2026-03-05,2026-03-05,12,0,1,0,0,1,0,True
_site/website_builder/wasm/ailang/website_builder/validate.ail,AILANG,False,2,2026-03-05,2026-03-09,12,4,1,1,0,1,0,True
_site/website_builder/wasm/ailang/website_builder/validator.ail,AILANG,False,1,2026-03-05,2026-03-05,12,0,1,0,0,1,0,True
_site/website_builder/wasm/ailang/website_builder/website_builder_browser.ail,AILANG,False,1,2026-03-05,2026-03-05,12,0,1,0,0,1,0,True
_site/website_builder/wasm/invoice_processor.ail,AILANG,False,2,2026-03-09,2026-03-09,8,0,262,262,0,0,0,True
_site/website_builder/wasm/wasm_exec.js,JavaScript,False,2,2026-03-05,2026-03-16,12,11,1,1,0,2,0,True
_site/website_builder/{wasm/ailang/website_builder => ailang/website_builder/services}/content_extractor.ail,AILANG,False,1,2026-03-09,2026-03-09,8,0,0,0,0,0,0,True
_site/website_builder/{wasm/ailang/website_builder => ailang/website_builder/services}/html_generator.ail,AILANG,False,1,2026-03-09,2026-03-09,8,0,0,0,0,0,0,True
_site/website_builder/{wasm/ailang/website_builder => ailang/website_builder/services}/site_structurer.ail,AILANG,False,1,2026-03-09,2026-03-09,8,0,0,0,0,0,0,True
_site/website_builder/{wasm/ailang/website_builder => ailang/website_builder/services}/validator.ail,AILANG,False,1,2026-03-09,2026-03-09,8,0,0,0,0,0,0,True
_site/website_builder/{wasm/ailang/website_builder => ailang/website_builder/services}/website_builder_browser.ail,AILANG,False,1,2026-03-09,2026-03-09,8,0,0,0,0,0,0,True
_site/website_builder/{wasm/ailang/website_builder => ailang/website_builder/types}/content.ail,AILANG,False,1,2026-03-09,2026-03-09,8,0,0,0,0,0,0,True
docparse/bug_repro/main.ail,AILANG,False,1,2026-03-08,2026-03-08,9,0,27,0,0,1,0,True
docparse/bug_repro/module_a.ail,AILANG,False,1,2026-03-08,2026-03-08,9,0,11,0,0,1,0,True
docparse/bug_repro/module_b.ail,AILANG,False,1,2026-03-08,2026-03-08,9,0,11,0,0,1,0,True
docparse/main.ail,AILANG,False,3,2026-02-09,2026-03-11,36,30,556,9,1,1,0,True
docparse/services/direct_ai_parser.ail,AILANG,False,2,2026-02-09,2026-03-08,36,27,478,25,0,1,0,True
docparse/services/docparse_browser.ail,AILANG,False,3,2026-02-09,2026-03-02,36,21,202,5,0,1,0,True
docparse/services/docx_parser.ail,AILANG,False,4,2026-02-09,2026-03-11,36,30,499,10,1,1,0,True
docparse/services/format_router.ail,AILANG,False,2,2026-02-09,2026-02-16,36,7,189,55,0,1,0,True
docparse/services/layout_ai.ail,AILANG,False,3,2026-02-09,2026-03-08,36,27,293,16,0,2,0,True
docparse/services/output_formatter.ail,AILANG,False,4,2026-02-09,2026-02-16,36,7,373,14,0,2,0,True
docparse/services/pptx_parser.ail,AILANG,False,3,2026-02-09,2026-03-08,36,27,332,18,0,1,0,True
docparse/services/xlsx_parser.ail,AILANG,False,3,2026-02-09,2026-03-08,36,27,284,17,0,1,0,True
docparse/services/zip_extract.ail,AILANG,False,3,2026-02-09,2026-03-11,36,30,238,0,1,1,0,True
docparse/site/index.html,HTML,False,2,2026-03-09,2026-03-10,8,1,432,0,0,1,0,True
docparse/types/document.ail,AILANG,False,2,2026-02-09,2026-02-10,36,1,167,1,0,1,0,False
ecommerce/api/handlers.ail,AILANG,False,1,2026-01-27,2026-01-27,49,0,71,0,0,0,0,False
ecommerce/bigquery_demo.ail,AILANG,False,2,2026-01-27,2026-01-27,49,0,150,2,1,0,0,False
ecommerce/browser/index.html,HTML,False,6,2026-02-20,2026-03-03,25,11,392,16,0,1,0,True
ecommerce/contracts_demo.ail,AILANG,False,2,2026-01-28,2026-02-13,48,16,108,14,0,1,0,False
ecommerce/data/products.ail,AILANG,False,1,2026-01-27,2026-01-27,49,0,60,0,0,0,0,False
ecommerce/main.ail,AILANG,False,1,2026-01-27,2026-01-27,49,0,62,0,0,0,0,False
ecommerce/pipeline_runner.ail,AILANG,False,1,2026-01-27,2026-01-27,49,0,157,0,0,0,0,False
ecommerce/services/bigquery.ail,AILANG,False,4,2026-01-27,2026-01-28,49,1,163,5,1,1,0,False
ecommerce/services/ecommerce_browser.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,93,0,0,0,0,True
ecommerce/services/ga4_queries.ail,AILANG,False,2,2026-01-27,2026-01-28,49,1,224,1,0,0,0,False
ecommerce/services/gcp_auth.ail,AILANG,False,1,2026-01-27,2026-01-27,49,0,190,0,0,0,0,False
ecommerce/services/pipeline.ail,AILANG,False,2,2026-01-27,2026-01-28,49,1,144,1,0,1,0,False
ecommerce/services/recommendations.ail,AILANG,False,1,2026-01-27,2026-01-27,49,0,52,0,0,0,0,False
ecommerce/trusted_analytics_demo.ail,AILANG,False,2,2026-01-27,2026-01-27,49,0,122,2,1,0,0,False
ecommerce/ui/eslint.config.js,JavaScript,False,1,2026-01-28,2026-01-28,48,0,23,0,0,0,0,False
ecommerce/ui/index.html,HTML,False,1,2026-01-28,2026-01-28,48,0,16,0,0,0,0,False
invoice_processor_wasm/contracts-ai.html,HTML,False,5,2026-02-16,2026-03-03,29,15,1268,8,0,2,0,True
invoice_processor_wasm/docparse.html,HTML,False,10,2026-02-09,2026-03-03,36,22,942,40,0,3,0,True
invoice_processor_wasm/index.html,HTML,False,16,2026-01-28,2026-03-03,48,34,734,198,0,2,0,True
invoice_processor_wasm/js/ailang-wrapper.js,JavaScript,False,4,2026-01-28,2026-02-06,48,9,427,123,0,0,0,False
invoice_processor_wasm/js/app.js,JavaScript,False,9,2026-01-28,2026-02-09,48,12,1517,337,0,1,0,False
invoice_processor_wasm/js/docparse-app.js,JavaScript,False,7,2026-02-09,2026-03-03,36,22,953,530,0,2,0,True
invoice_processor_wasm/js/docparse-loader.js,JavaScript,False,1,2026-02-09,2026-02-09,36,0,51,0,0,1,0,False
invoice_processor_wasm/js/docparse-output.js,JavaScript,False,3,2026-02-09,2026-02-10,36,1,308,1,0,2,0,False
invoice_processor_wasm/js/docparse-utils.js,JavaScript,False,1,2026-03-03,2026-03-03,14,0,362,0,0,0,0,True
invoice_processor_wasm/js/examples.js,JavaScript,False,5,2026-01-28,2026-02-09,48,12,548,262,0,1,0,False
invoice_processor_wasm/js/gemini-client.js,JavaScript,False,4,2026-02-06,2026-02-08,39,2,256,15,0,0,0,False
invoice_processor_wasm/js/office-preview.js,JavaScript,False,1,2026-02-09,2026-02-09,36,0,290,0,0,0,0,False
invoice_processor_wasm/js/output-formatter.js,JavaScript,False,3,2026-02-06,2026-02-09,39,3,297,11,0,0,0,False
invoice_processor_wasm/js/schema-compiler.js,JavaScript,False,3,2026-02-06,2026-02-08,39,2,350,8,0,0,0,False
invoice_processor_wasm/js/schema-editor.js,JavaScript,False,1,2026-02-06,2026-02-06,39,0,253,0,0,0,0,False
invoice_processor_wasm/js/verify-app.js,JavaScript,False,1,2026-02-13,2026-02-13,32,0,586,0,0,0,0,False
invoice_processor_wasm/js/verify-data.js,JavaScript,False,1,2026-02-13,2026-02-13,32,0,735,0,0,0,0,False
invoice_processor_wasm/serve.py,Python,False,1,2026-02-06,2026-02-06,39,0,52,0,0,0,0,False
invoice_processor_wasm/test-module-api.html,HTML,False,1,2026-02-06,2026-02-06,39,0,228,0,0,0,0,False
invoice_processor_wasm/test.html,HTML,False,1,2026-02-06,2026-02-06,39,0,90,0,0,0,0,False
invoice_processor_wasm/verify.html,HTML,False,6,2026-02-13,2026-03-03,32,18,1226,8,0,2,0,True
invoice_processor_wasm/wasm/ailang-repl.js,JavaScript,False,3,2026-02-06,2026-02-19,39,13,339,6,0,0,0,True
invoice_processor_wasm/wasm/invoice_processor.ail,AILANG,False,2,2026-01-28,2026-02-06,48,9,398,136,0,0,0,False
site/index.html,HTML,False,20,2026-02-19,2026-03-16,26,25,834,305,3,9,1,True
streaming/_archive/ecommerce_browser/index.html,HTML,False,1,2026-02-20,2026-02-20,25,0,1764,0,0,0,0,True
streaming/ambient_assistant/ambient_browser.ail,AILANG,False,6,2026-03-08,2026-03-10,9,2,526,45,1,3,0,True
streaming/ambient_assistant/browser/index.html,HTML,False,13,2026-03-08,2026-03-10,9,2,2334,445,5,6,0,True
streaming/ambient_assistant/main.ail,AILANG,False,2,2026-03-08,2026-03-09,9,1,1438,35,0,1,0,True
streaming/ambient_assistant/services/ambient_tools.ail,AILANG,False,2,2026-03-08,2026-03-09,9,1,383,4,0,1,0,True
streaming/ambient_assistant/test_ambient_browser.ail,AILANG,False,2,2026-03-09,2026-03-09,8,0,341,1,1,0,0,True
streaming/claude_chat/browser/index.html,HTML,False,8,2026-02-17,2026-03-03,28,14,1280,313,0,1,0,True
streaming/claude_chat/main.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,166,0,0,0,0,True
streaming/claude_chat/services/claude_chat_browser.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,152,0,0,0,0,True
streaming/claude_chat/services/claude_sse.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,175,0,0,0,0,True
streaming/claude_chat/services/response_parser.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,80,0,0,0,0,True
streaming/claude_chat/types/claude_types.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,53,0,0,0,0,True
streaming/gemini_live/browser/index.html,HTML,False,12,2026-02-17,2026-03-08,28,19,2799,1709,0,2,0,True
streaming/gemini_live/gemini_live_browser.ail,AILANG,False,4,2026-02-19,2026-03-08,26,17,496,15,0,1,0,True
streaming/gemini_live/main.ail,AILANG,False,5,2026-02-17,2026-03-08,28,19,1126,501,0,2,0,True
streaming/gemini_live/services/gcp_auth.ail,AILANG,False,1,2026-02-18,2026-02-18,27,0,188,0,0,0,0,True
streaming/gemini_live/services/live_config.ail,AILANG,False,1,2026-03-08,2026-03-08,9,0,106,0,0,1,0,True
streaming/gemini_live/services/speak_tools.ail,AILANG,False,3,2026-02-18,2026-03-09,27,19,366,19,0,1,0,True
streaming/index.html,HTML,False,11,2026-02-17,2026-03-10,28,21,710,558,1,3,0,True
streaming/safe_agent/browser/index.html,HTML,False,8,2026-02-17,2026-03-03,28,14,3480,1100,0,1,0,True
streaming/safe_agent/main.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,402,0,0,0,0,True
streaming/safe_agent/services/business_browser.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,112,0,0,0,0,True
streaming/safe_agent/services/business_tools.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,323,0,0,0,0,True
streaming/safe_agent/services/safe_agent_browser.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,59,0,0,1,0,True
streaming/safe_agent/services/safety_monitor.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,108,0,0,0,0,True
streaming/safe_agent/services/verified_tools.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,252,0,0,0,0,True
streaming/safe_agent/types/agent_types.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,59,0,0,0,0,True
streaming/shared/audio-worklet.js,JavaScript,False,5,2026-02-17,2026-02-20,28,3,367,96,0,0,0,True
streaming/shared/gemini-live-core.js,JavaScript,False,6,2026-02-20,2026-03-09,25,17,1005,13,0,1,0,True
streaming/shared/nav.js,JavaScript,False,3,2026-02-17,2026-02-20,28,3,342,342,0,0,0,True
streaming/shared/streaming-ui.js,JavaScript,False,1,2026-03-02,2026-03-02,15,0,296,0,0,0,0,True
streaming/test_sse.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,150,0,0,0,0,True
streaming/test_stream_basic.ail,AILANG,False,2,2026-02-17,2026-02-19,28,2,180,2,0,0,0,True
streaming/transcription/browser/index.html,HTML,False,2,2026-02-17,2026-02-19,28,2,1391,3,0,0,0,True
streaming/transcription/main.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,162,0,0,0,0,True
streaming/transcription/services/deepgram.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,123,0,0,0,0,True
streaming/transcription/services/transcript_formatter.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,86,0,0,0,0,True
streaming/transcription/types/transcript_types.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,41,0,0,0,0,True
streaming/voice_analytics/browser/index.html,HTML,False,2,2026-02-17,2026-02-19,28,2,602,48,0,0,0,True
streaming/voice_analytics/main.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,204,0,0,0,0,True
streaming/voice_analytics/services/bq_voice_tools.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,130,0,0,0,0,True
streaming/voice_analytics/services/gemini_live.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,218,0,0,0,0,True
streaming/voice_analytics/types/analytics_types.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,80,0,0,0,0,True
streaming/voice_docparse/browser/index.html,HTML,False,7,2026-02-17,2026-03-03,28,14,2053,450,0,1,0,True
streaming/voice_docparse/main.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,214,0,0,0,0,True
streaming/voice_docparse/services/gemini_live.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,182,0,0,0,0,True
streaming/voice_docparse/services/tool_registry.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,175,0,0,0,0,True
streaming/voice_docparse/types/live_types.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,59,0,0,0,0,True
streaming/voice_pipeline/browser/index.html,HTML,False,2,2026-02-17,2026-02-19,28,2,1762,6,0,0,0,True
streaming/voice_pipeline/main.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,217,0,0,0,0,True
streaming/voice_pipeline/services/deepgram_stt.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,79,0,0,0,0,True
streaming/voice_pipeline/services/elevenlabs_tts.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,95,0,0,0,0,True
streaming/voice_pipeline/services/text_processor.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,88,0,0,0,0,True
streaming/voice_pipeline/types/pipeline_types.ail,AILANG,False,1,2026-02-17,2026-02-17,28,0,80,0,0,0,0,True
streaming/{ => _archive}/transcription/browser/index.html,HTML,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/transcription/main.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/transcription/services/deepgram.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/transcription/services/transcript_formatter.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/transcription/types/transcript_types.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/voice_analytics/browser/index.html,HTML,False,1,2026-02-20,2026-02-20,25,0,0,1,0,0,0,True
streaming/{ => _archive}/voice_analytics/main.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/voice_analytics/services/bq_voice_tools.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/voice_analytics/services/gemini_live.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/voice_analytics/types/analytics_types.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/voice_pipeline/browser/index.html,HTML,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/voice_pipeline/main.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/voice_pipeline/services/deepgram_stt.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/voice_pipeline/services/elevenlabs_tts.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/voice_pipeline/services/text_processor.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
streaming/{ => _archive}/voice_pipeline/types/pipeline_types.ail,AILANG,False,1,2026-02-20,2026-02-20,25,0,0,0,0,0,0,True
verify_demo/access_policy.ail,AILANG,False,1,2026-02-13,2026-02-13,32,0,211,0,0,0,0,False
verify_demo/billing.ail,AILANG,False,2,2026-02-13,2026-02-13,32,0,227,6,0,0,0,False
verify_demo/main.ail,AILANG,False,2,2026-02-13,2026-02-13,32,0,97,0,0,0,0,False
verify_demo/scheduling.ail,AILANG,False,1,2026-02-13,2026-02-13,32,0,231,0,0,0,0,False
verify_demo/verify_showcase.ail,AILANG,False,1,2026-02-13,2026-02-13,32,0,132,0,0,0,0,False
wasm/ailang-repl.js,JavaScript,False,1,2026-02-19,2026-02-19,26,0,358,0,0,0,0,True
wasm/invoice_processor.ail,AILANG,False,1,2026-02-19,2026-02-19,26,0,1,0,0,0,0,True
wasm/wasm_exec.js,JavaScript,False,1,2026-02-19,2026-02-19,26,0,575,0,0,0,0,True
website_builder/index.html,HTML,False,1,2026-03-09,2026-03-09,8,0,11,0,0,0,0,True
website_builder/main.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,125,0,0,0,0,True
website_builder/portal/index.html,HTML,False,5,2026-03-03,2026-03-11,14,8,31,6,2,0,1,True
website_builder/portal/preview.test.js,JavaScript,False,2,2026-03-17,2026-03-17,0,0,596,106,0,1,1,True
website_builder/portal/public/ailang/docparse/services/docparse_browser.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/docparse/services/docx_parser.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/docparse/services/format_router.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/docparse/services/output_formatter.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/docparse/services/pptx_parser.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/docparse/services/xlsx_parser.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/docparse/services/zip_extract.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/docparse/types/document.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/website_builder/services/content_extractor.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/website_builder/services/html_generator.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/website_builder/services/site_structurer.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/website_builder/services/validator.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/website_builder/services/website_builder_browser.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/public/ailang/website_builder/types/content.ail,AILANG,False,1,2026-03-03,2026-03-03,14,0,1,0,0,0,0,True
website_builder/portal/server.js,JavaScript,True,40,2026-03-04,2026-03-17,13,13,1652,266,12,15,0,True
website_builder/portal/server.test.js,JavaScript,False,1,2026-03-17,2026-03-17,0,0,212,0,1,0,0,True
website_builder/portal/src/App.vue,Vue,True,34,2026-03-03,2026-03-17,14,14,1655,481,10,16,1,True
website_builder/portal/src/ailang.js,JavaScript,False,4,2026-03-03,2026-03-16,14,13,445,14,0,1,0,True
website_builder/portal/src/api.js,JavaScript,True,18,2026-03-04,2026-03-17,13,13,356,42,4,8,1,True
website_builder/portal/src/components/AuthGate.vue,Vue,False,5,2026-03-03,2026-03-11,14,8,192,28,1,1,1,True
website_builder/portal/src/components/MySites.vue,Vue,False,18,2026-03-04,2026-03-17,13,13,1017,249,5,7,2,True
website_builder/portal/src/components/ShareModal.vue,Vue,False,1,2026-03-10,2026-03-10,7,0,238,0,0,1,0,True
website_builder/portal/src/components/SiteHistoryModal.vue,Vue,False,1,2026-03-16,2026-03-16,1,0,249,0,0,1,0,True
website_builder/portal/src/components/SvgIcon.vue,Vue,False,6,2026-03-10,2026-03-16,7,6,78,0,0,3,1,True
website_builder/portal/src/components/steps/BuildStep.vue,Vue,False,47,2026-03-03,2026-03-17,14,14,1822,409,14,13,3,True
website_builder/portal/src/components/steps/DescribeStep.vue,Vue,False,4,2026-03-03,2026-03-10,14,7,123,18,0,2,0,True
website_builder/portal/src/components/steps/PersonaStep.vue,Vue,False,2,2026-03-16,2026-03-16,1,0,261,8,0,1,0,True
